	901|1.5,Tm|0.3	P6|20,Tm|0.3	NT|3,SR|2.4	RY|2,P6|20	PLX|60,P6|20	901|1.5,SR|2.4	P6|20	ST|0.6,Tm|0.3	ZS|0.6,P6|20	P6|20,HN|6	901|1.5,HN|6	NT|3,Tm|0.3	NT|6	AK|10	AK|5,Tm|0.3	901|1.5,PLX|60	ZS|0.6,NT|3	AK|5	ZS|0.6,Tm|0.3	P6|20,SR|2.4	RY|2,HN|6	RY|2,RO|3.5	PLX|60,RO|3.5	ST|0.6,NT|3	PLX|60	PLX|60,Tm|0.3	901|1.5	ZS|0.6,PLX|60	ZS|0.6,HN|6	RY|2,SR|2.4	AK|5,ZS|0.6	RY|2,ZS|0.6	ST|0.6,HN|6	901|1.5,NT|3	RO|3.5	P6|20,RO|3.5	Tm|0.6	AK|5,ST|0.6	Tm|0.3	RY|2,Tm|0.3	P6|20,ST|0.6	PLX|60,ST|0.6	PLX|60,SR|2.4	ST|1.2	HN|6,NT|3	ZS|0.6,RO|3.5	P6|20,NT|3	RY|2,AK|5	ST|0.6,RO|3.5	RY|2,NT|3	RY|2	901|1.5,ZS|0.6	RY|2,901|1.5	HN|6	AK|5,PLX|60	HN|6,SR|2.4	PLX|60,HN|6	RY|2,ST|0.6	ST|0.6	SR|2.4,RO|3.5	901|1.5,P6|20	ZS|1.2	901|1.5,ST|0.6	NT|3,RO|3.5	PLX|60,NT|3	NT|3	ZS|0.6,ST|0.6	901|1.5,RO|3.5	AK|5,NT|3	P6|40	AK|5,901|1.5	901|3	RO|7	SR|2.4,Tm|0.3	AK|5,HN|6	AK|5,P6|20	ZS|0.6	SR|4.8	HN|6,RO|3.5	RO|3.5,Tm|0.3	SR|2.4	RY|2,PLX|60	ST|0.6,SR|2.4	HN|12	HN|6,Tm|0.3	PLX|120	AK|5,RO|3.5	ZS|0.6,SR|2.4	AK|5,SR|2.4
ARID1A	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ATG3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ATG7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
ATM	2	3	3	3	2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	2	3	2	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2	3	2	3	2	3	3	3	2	3	2	3	2	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3
ATR	2	3	3	3	2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	2	3	2	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2	3	2	3	2	3	3	3	2	3	2	3	2	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3
ATRX	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
AURKB	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
AXL	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	4	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3
BABAM1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BAD	2	3	3	3	2	2	3	3	2	3	2	3	3	2	2	2	2	2	2	3	3	3	2	3	2	2	2	2	2	3	2	2	3	2	3	3	3	2	3	3	3	2	2	3	3	2	3	2	3	3	3	2	2	3	2	3	2	3	3	3	2	2	2	3	2	3	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	3	3	3	2	2	2	2
BAK1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
BAP1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BAX	3	3	3	2	3	3	3	2	2	3	3	3	3	2	2	3	2	2	2	3	2	2	2	2	3	3	3	2	2	2	2	2	2	3	2	2	3	2	3	2	2	2	3	2	3	2	3	2	2	2	2	2	2	3	2	3	3	2	2	2	3	2	2	2	3	3	2	2	2	3	2	3	2	3	2	2	2	3	2	2	3	2	2	3	3	3	2	2	2
BCL2	2	3	3	3	2	2	3	2	2	3	2	3	3	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	3	2	2	2	2	3	3	3	2	3	3	2	2	2	2	3	2	3	2	2	3	3	2	2	3	2	3	2	2	2	3	2	2	2	3	2	3	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	2	3	3	2	2	2	2
BCL2A1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BCL2L1	2	3	3	3	2	2	3	2	2	3	2	3	3	3	3	2	2	3	2	3	3	3	2	2	2	2	2	2	2	3	2	2	2	2	3	3	3	2	3	3	2	2	2	2	3	2	3	3	2	3	3	2	2	3	2	3	2	2	2	3	2	2	2	3	2	3	2	2	3	3	2	2	3	3	3	3	2	3	3	3	3	2	2	3	3	2	3	2	3
BCL2L11	2	3	3	3	2	2	3	3	2	3	2	3	3	2	2	2	2	2	2	3	3	3	2	3	2	2	2	2	2	3	2	2	3	2	3	3	3	2	3	3	3	2	2	3	3	2	3	2	3	3	3	2	2	3	2	3	2	3	3	3	2	2	2	3	2	3	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	3	3	3	2	2	2	2
BECN1	2	2	3	3	3	3	3	2	2	3	3	2	3	2	2	3	2	2	2	3	3	3	3	3	3	2	3	2	2	3	2	2	3	3	3	3	2	2	2	2	3	3	3	3	3	2	3	2	3	3	3	2	3	3	2	3	3	3	3	3	3	2	3	3	3	3	2	3	2	3	2	3	3	2	2	2	2	3	3	2	3	3	3	3	2	3	2	2	2
BID	2	3	3	3	2	2	3	3	2	3	2	3	3	2	2	2	2	2	2	3	3	3	2	3	2	2	2	2	2	3	2	2	3	2	3	3	3	2	3	3	3	2	2	3	3	2	3	2	3	3	3	2	2	3	2	3	2	3	3	3	2	2	2	3	2	3	2	2	2	3	2	2	3	3	2	2	2	3	3	3	3	2	3	3	3	2	2	2	2
BIRC3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BRAF	2	3	2	3	1	2	3	3	2	3	2	3	3	2	2	1	2	2	2	2	3	2	1	3	1	1	2	1	2	2	2	2	3	2	2	2	3	2	3	3	3	1	1	3	3	2	3	2	2	3	3	2	2	3	1	2	1	3	3	2	2	2	2	2	1	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	3	3	1	2	2	2
BRD4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
C21orf33	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	4	4	3	4	3	3	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	4	4	3	3	3	4	4	4	3	3	4	3	3	3	4	4	3	3	3	3	4	3	4	3	3	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3
CASP3	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3	2	2	2	2	3	2	2	2	2	3	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2
CASP7	3	3	2	2	3	2	3	2	2	3	3	3	3	2	2	3	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	3	2	2	3	2	3	2	2	2	2	2	3	2	3	2	2	2	2	2	2	3	2	2	3	2	2	2	3	2	2	2	3	3	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2
CASP8	2	3	2	3	2	2	3	2	2	3	2	3	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3	2	2	2	2	3	2	3	2	2	3	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2
CAV1	2	3	2	3	2	2	3	3	2	3	2	3	3	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	3	2	3	3	3	2	2	3	3	2	3	2	2	3	3	2	2	3	2	2	2	3	3	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2
CCNB1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
CCND1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
CCND3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
CCNE1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
CD274	2	3	3	3	2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	3	4	3	2	3	2	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	4	2	2	4	2	3	2	3	3	3	2	3	2	3	2	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	4	3	2	3	3	3
CD44	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	3	3	3	3	3	2	3	2	2	3	3	3	3	2	3	2	2	2	3	2	3	3	3	2	2	2	2	3	2	3	3	3	3	2	2	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3
CDC25C	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
CDH1	2	3	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	3	3	2	2	2	3	3	2	2	2	2
CDH2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	2	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3
CDH3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	2	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	4	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	4	3	3	3	2	3
CDK1	2	2	2	2	2	2	2	3	2	2	2	3	3	3	3	2	3	3	3	2	2	3	2	3	2	2	2	2	2	2	3	3	2	2	3	2	3	3	3	3	2	2	2	3	2	3	2	3	3	3	3	2	2	2	2	2	2	3	3	2	2	3	2	3	2	3	3	2	3	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	2	2	3	2	2
CDKN1A	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2
CDKN1B	2	2	2	2	2	2	2	2	2	1	1	2	3	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	3	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	3	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	2
CDKN2A	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3
CHEK1	2	2	2	3	3	3	3	2	2	3	3	2	2	2	2	3	2	2	2	3	3	3	3	2	3	2	3	2	2	3	2	2	3	2	3	3	2	2	2	2	3	3	3	3	2	2	2	2	3	2	3	2	3	3	2	3	3	3	3	3	3	2	3	2	2	2	2	3	2	3	2	3	3	2	2	2	2	3	3	2	3	3	3	3	2	3	2	2	2
CHEK2	2	3	3	3	3	2	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	4	3	3	3	3	3	3	2	3	2	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3
CLDN7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
COG3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
COL6A1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
COX4I1	3	3	2	3	3	2	3	3	3	3	3	4	4	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	4	3	4	3	3	3	2	3	4	3	3	3	3	3	3	3	3	4	3	2	3	3	3	2	3	3	3	3	3	4	3	3	3	3	3	3	3	2	3	3	3	2	3	3	2	3	2	4	4	3	3	2	2
CREB1	2	2	2	2	2	2	2	3	2	2	2	3	3	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	2	3	2	3	2	3	2	3	3	2	2	2	3	3	2	2	2	3	3	3	2	2	3	2	2	2	3	3	2	2	2	2	3	2	3	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	3	3	2	2	2	2
CTNNB1	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3	2	2	2	2	3	2	2	2	2	3	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2
DIABLO	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
